"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"CENSUS","2022","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1125)","132,000","33.0"
"CENSUS","2022","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1129)","1,749,000","24.7"
"CENSUS","2022","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11291)","97,000","13.9"
"CENSUS","2022","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11292)"," (D)","(D)"
"CENSUS","2022","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11293)"," (D)","(D)"
"CENSUS","2022","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11299)","1,236,000","28.7"
"CENSUS","2022","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","9,158,210,000","8.2"
"CENSUS","2022","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN PCT OF FARM OPERATIONS","TOTAL","NOT SPECIFIED","49.2","6.0"
"CENSUS","2022","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN PCT OF FARM SALES","TOTAL","NOT SPECIFIED","71.8","2.7"
"CENSUS","2022","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","CROP TOTALS","CROP TOTALS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION","TOTAL","NOT SPECIFIED","21","7.8"
"CENSUS","2022","YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - OPERATIONS WITH SALES","IRRIGATION STATUS","IRRIGATION STATUS: (ANY ON OPERATION)","777","27.9"
"CENSUS","2022","YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - OPERATIONS WITH SALES","IRRIGATION STATUS","IRRIGATION STATUS: (HARVESTED CROPLAND IS ENTIRELY IRRIGATED)","384","23.6"
"CENSUS","2022","YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - OPERATIONS WITH SALES","IRRIGATION STATUS","IRRIGATION STATUS: (NONE ON OPERATION)","12,156","8.0"
"CENSUS","2022","YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","12,933","9.2"
"CENSUS","2022","YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","IRRIGATION STATUS","IRRIGATION STATUS: (ANY ON OPERATION)","65,429,000","6.8"
"CENSUS","2022","YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","IRRIGATION STATUS","IRRIGATION STATUS: (HARVESTED CROPLAND IS ENTIRELY IRRIGATED)","36,593,000","6.8"
"CENSUS","2022","YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","IRRIGATION STATUS","IRRIGATION STATUS: (NONE ON OPERATION)","166,822,000","4.1"
"CENSUS","2022","YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (111)","205,139,000","5.1"
"CENSUS","2022","YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1111)","48,578,000","2.9"
"CENSUS","2022","YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11111)","7,893,000","0.9"
"CENSUS","2022","YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11115)","23,921,000","4.8"
"CENSUS","2022","YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11119)","16,764,000","6.0"
"CENSUS","2022","YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1112)","20,927,000","31.4"
"CENSUS","2022","YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (111211)","2,032,000","36.0"
"CENSUS","2022","YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (111219)","18,895,000","32.3"
"CENSUS","2022","YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1113)","38,642,000","4.9"
"CENSUS","2022","YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11133)","38,642,000","4.9"
"CENSUS","2022","YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (111331)","24,948,000","3.5"
"CENSUS","2022","YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (111332)","599,000","33.7"
"CENSUS","2022","YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (111333)","1,450,000","26.7"
"CENSUS","2022","YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (111334)","2,323,000","13.2"
"CENSUS","2022","YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (111335)","512,000","14.6"
"CENSUS","2022","YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (111336)","618,000","18.3"
"CENSUS","2022","YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (111339)","8,193,000","6.6"
"CENSUS","2022","YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1114)","40,363,000","5.4"
"CENSUS","2022","YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11141)","2,821,000","20.3"
"CENSUS","2022","YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11142)","37,542,000","5.4"
"CENSUS","2022","YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (111421)","29,436,000","4.7"
"CENSUS","2022","YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (111422)","8,106,000","27.7"
"CENSUS","2022","YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1119)","56,630,000","5.0"
"CENSUS","2022","YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11191)"," (D)","(D)"
"CENSUS","2022","YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11194)","49,523,000","4.2"
"CENSUS","2022","YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11199)"," (D)","(D)"
"CENSUS","2022","YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (112)","27,111,000","3.0"
"CENSUS","2022","YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1121)","19,943,000","3.2"
"CENSUS","2022","YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11211)","16,956,000","3.9"
"CENSUS","2022","YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (112111)","14,559,000","3.9"
"CENSUS","2022","YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (112112)","2,397,000","8.1"
"CENSUS","2022","YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11212)","2,987,000","1.5"
"CENSUS","2022","YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1122)","23,000","31.8"
"CENSUS","2022","YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1123)","5,731,000","2.3"
"CENSUS","2022","YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11231)"," (D)","(D)"
"CENSUS","2022","YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11232)","2,952,000","(L)"
"CENSUS","2022","YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11233)"," (D)","(D)"
"CENSUS","2022","YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11239)","99,000","44.6"
"CENSUS","2022","YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1124)","168,000","18.0"
"CENSUS","2022","YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11241)","122,000","9.0"
"CENSUS","2022","YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11242)","46,000","57.3"
"CENSUS","2022","YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1125)","39,000","(L)"
"CENSUS","2022","YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1129)","1,207,000","12.8"
"CENSUS","2022","YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11291)","49,000","10.2"
"CENSUS","2022","YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11292)","342,000","19.5"
"CENSUS","2022","YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11299)","816,000","15.1"
"CENSUS","2022","YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","232,251,000","4.7"
"CENSUS","2022","YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN PCT OF FARM OPERATIONS","TOTAL","NOT SPECIFIED","56.8","2.8"
"CENSUS","2022","YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN PCT OF FARM SALES","TOTAL","NOT SPECIFIED","24.5","3.5"
"CENSUS","2022","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - OPERATIONS WITH SALES","IRRIGATION STATUS","IRRIGATION STATUS: (ANY ON OPERATION)","3,370","7.1"
"CENSUS","2022","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - OPERATIONS WITH SALES","IRRIGATION STATUS","IRRIGATION STATUS: (HARVESTED CROPLAND IS ENTIRELY IRRIGATED)","1,378","9.9"
"CENSUS","2022","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - OPERATIONS WITH SALES","IRRIGATION STATUS","IRRIGATION STATUS: (NONE ON OPERATION)","35,982","7.7"
"CENSUS","2022","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","39,352","7.4"
"CENSUS","2022","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","IRRIGATION STATUS","IRRIGATION STATUS: (ANY ON OPERATION)","1,798,334,000","7.7"
"CENSUS","2022","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","IRRIGATION STATUS","IRRIGATION STATUS: (HARVESTED CROPLAND IS ENTIRELY IRRIGATED)","522,565,000","7.0"
"CENSUS","2022","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","IRRIGATION STATUS","IRRIGATION STATUS: (NONE ON OPERATION)","4,629,263,000","8.6"
"CENSUS","2022","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (111)","5,323,371,000","9.0"
"CENSUS","2022","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1111)","3,739,531,000","9.8"
"CENSUS","2022","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11111)","266,698,000","17.7"
"CENSUS","2022","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11112)"," (D)","(D)"
"CENSUS","2022","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11114)","8,835,000","47.0"
"CENSUS","2022","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11115)","2,709,714,000","14.2"
"CENSUS","2022","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11116)"," (D)","(D)"
"CENSUS","2022","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11119)","754,244,000","9.2"
"CENSUS","2022","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1112)","784,331,000","11.6"
"CENSUS","2022","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (111211)","489,239,000","3.8"
"CENSUS","2022","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (111219)","295,092,000","24.8"
"CENSUS","2022","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1113)","226,545,000","10.9"
"CENSUS","2022","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11133)","226,545,000","10.9"
"CENSUS","2022","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (111331)","41,284,000","15.9"
"CENSUS","2022","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (111332)","4,354,000","13.7"
"CENSUS","2022","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (111333)","10,944,000","19.5"
"CENSUS","2022","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (111334)","159,590,000","13.2"
"CENSUS","2022","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (111335)","194,000","18.4"
"CENSUS","2022","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (111336)","370,000","29.7"
"CENSUS","2022","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (111339)","9,809,000","23.7"
"CENSUS","2022","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1114)","291,299,000","8.9"
"CENSUS","2022","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11141)","17,478,000","26.4"
"CENSUS","2022","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11142)","273,821,000","8.3"
"CENSUS","2022","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (111421)","164,555,000","3.4"
"CENSUS","2022","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (111422)","109,267,000","18.8"
"CENSUS","2022","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1119)","281,665,000","9.9"
"CENSUS","2022","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11191)","381,000","52.5"
"CENSUS","2022","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11194)","123,386,000","17.1"
"CENSUS","2022","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11199)","157,898,000","11.2"
"CENSUS","2022","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (112)","1,104,226,000","6.2"
"CENSUS","2022","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1121)","1,034,892,000","5.5"
"CENSUS","2022","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11211)","188,827,000","13.8"
"CENSUS","2022","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (112111)","104,786,000","14.9"
"CENSUS","2022","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (112112)","84,042,000","15.7"
"CENSUS","2022","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11212)","846,065,000","5.1"
"CENSUS","2022","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1122)","13,543,000","42.8"
"CENSUS","2022","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1123)","32,564,000","27.0"
"CENSUS","2022","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11231)","4,953,000","9.6"
"CENSUS","2022","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11232)","21,652,000","8.6"
"CENSUS","2022","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11233)","5,137,000","(H)"
"CENSUS","2022","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11239)","822,000","(H)"
"CENSUS","2022","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1124)","3,983,000","7.9"
"CENSUS","2022","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11241)","1,145,000","17.2"
"CENSUS","2022","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11242)","2,838,000","10.4"
"CENSUS","2022","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1125)","46,000","55.9"
