program,year,period,geo_level,state,state_ansi,commodity,data_item,domain,domain_category,num_inspections
WPS,2012,YEAR,STATE,NEW HAMPSHIRE,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,
WPS,2012,YEAR,STATE,NEW JERSEY,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,
WPS,2012,YEAR,STATE,NEW MEXICO,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,
WPS,2012,YEAR,STATE,NEW YORK,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,
WPS,2012,YEAR,STATE,NORTH CAROLINA,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,
WPS,2012,YEAR,STATE,NORTH DAKOTA,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,
WPS,2012,YEAR,STATE,OHIO,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,
WPS,2012,YEAR,STATE,OKLAHOMA,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,
WPS,2012,YEAR,STATE,OREGON ,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,
WPS,2012,YEAR,STATE,PENNSYLVANIA,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,
WPS,2012,YEAR,STATE,RHODE ISLAND,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,
WPS,2012,YEAR,STATE,SOUTH CAROLINA,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,
WPS,2012,YEAR,STATE,SOUTH DAKOTA,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,
WPS,2012,YEAR,STATE,TENNESSEE,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,
WPS,2012,YEAR,STATE,TEXAS,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,
WPS,2012,YEAR,STATE,UTAH,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,
WPS,2012,YEAR,STATE,VERMONT,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,
WPS,2012,YEAR,STATE,VIRGINIA,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,
WPS,2012,YEAR,STATE,WASHINGTON,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,
WPS,2012,YEAR,STATE,WEST VIRGINIA,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,
WPS,2012,YEAR,STATE,WISCONSIN,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,
WPS,2012,YEAR,STATE,NOT A CURRENT GRANTEE,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,
WPS,2012,YEAR,STATE,AK-CHIN INDIAN COMMUNITY,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,4.0
WPS,2012,YEAR,STATE,CHEYENNE RIVER SIOUX TRIBE,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,0.0
WPS,2012,YEAR,STATE,COCOPAH INDIAN TRIBE ,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,0.0
WPS,2012,YEAR,STATE,COEUR D'ALENE TRIBE,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,4.0
WPS,2012,YEAR,STATE,COLORADO RIVER INDIAN COMMUNITY,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,0.0
WPS,2012,YEAR,STATE,CONFEDERATED SALISH AND KOOTENAI TRIBES ,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,26.0
WPS,2012,YEAR,STATE,SHOSHONE PAIUTE OF THE DUCK VALLEY,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,0.0
WPS,2012,YEAR,STATE,FORT PECK ASSINIBOINE AND SIOUX TRIBE,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,0.0
WPS,2012,YEAR,STATE,GILA RIVER INDIAN COMMUNITY ,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,3.0
WPS,2012,YEAR,STATE,NAVAJO NATION ,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,0.0
WPS,2012,YEAR,STATE,OGLALA LAKOTA NATION,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,0.0
WPS,2012,YEAR,STATE,QUECHAN TRIBE,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,0.0
WPS,2012,YEAR,STATE,SALT RIVER PIMA MARICOPA INDIAN COMMUNITY ,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,3.0
WPS,2012,YEAR,STATE,STANDING ROCK SIOUX TRIBE,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,0.0
WPS,2012,YEAR,STATE,THREE AFFILIATED TRIBES  ,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,18.0
WPS,2012,YEAR,STATE,WHITE EARTH NATION,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,0.0
WPS,2012,YEAR,STATE,YAKAMA NATION,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,4.0
WPS,2012,YEAR,STATE,INTER TRIBAL COUNCIL OF ARIZONA,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,
WPS,2013,YEAR,STATE,ALABAMA,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,199.0
WPS,2013,YEAR,STATE,ALASKA,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,6.0
WPS,2013,YEAR,STATE,ARIZONA ,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,138.0
WPS,2013,YEAR,STATE,ARKANSAS,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,65.0
WPS,2013,YEAR,STATE,CALIFORNIA,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,33.0
WPS,2013,YEAR,STATE,COLORADO,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,167.0
WPS,2013,YEAR,STATE,CONNECTICUT,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,5.0
WPS,2013,YEAR,STATE,DELAWARE,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,9.0
WPS,2013,YEAR,STATE,DISTRICT OF COLUMBIA,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,2.0
WPS,2013,YEAR,STATE,FLORIDA,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,875.0
WPS,2013,YEAR,STATE,GEORGIA,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,98.0
WPS,2013,YEAR,STATE,HAWAII,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,14.0
WPS,2013,YEAR,STATE,IDAHO,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,130.0
WPS,2013,YEAR,STATE,ILLINOIS,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,24.0
WPS,2013,YEAR,STATE,INDIANA,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,14.0
WPS,2013,YEAR,STATE,IOWA,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,22.0
WPS,2013,YEAR,STATE,KANSAS,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,20.0
WPS,2013,YEAR,STATE,KENTUCKY,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,55.0
WPS,2013,YEAR,STATE,LOUISIANA,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,34.0
WPS,2013,YEAR,STATE,MAINE,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,87.0
WPS,2013,YEAR,STATE,NORTHERN MARIANA ISLANDS,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,0.0
WPS,2013,YEAR,STATE,MARYLAND,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,35.0
WPS,2013,YEAR,STATE,MASSACHUSETTS ,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,13.0
WPS,2013,YEAR,STATE,MICHIGAN,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,48.0
WPS,2013,YEAR,STATE,MINNESOTA,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,28.0
WPS,2013,YEAR,STATE,MISSISSIPPI,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,33.0
WPS,2013,YEAR,STATE,MISSOURI,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,24.0
WPS,2013,YEAR,STATE,MONTANA,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,32.0
WPS,2013,YEAR,STATE,NEBRASKA,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,20.0
WPS,2013,YEAR,STATE,NEVADA,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,15.0
WPS,2013,YEAR,STATE,NEW HAMPSHIRE,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,63.0
WPS,2013,YEAR,STATE,NEW JERSEY,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,112.0
WPS,2013,YEAR,STATE,NEW MEXICO,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,23.0
WPS,2013,YEAR,STATE,NEW YORK,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,41.0
WPS,2013,YEAR,STATE,NORTH CAROLINA,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,419.0
WPS,2013,YEAR,STATE,NORTH DAKOTA,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,15.0
WPS,2013,YEAR,STATE,OHIO,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,10.0
WPS,2013,YEAR,STATE,OKLAHOMA,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,31.0
WPS,2013,YEAR,STATE,OREGON ,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,63.0
WPS,2013,YEAR,STATE,PENNSYLVANIA,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,76.0
WPS,2013,YEAR,STATE,RHODE ISLAND,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,15.0
WPS,2013,YEAR,STATE,SOUTH CAROLINA,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,63.0
WPS,2013,YEAR,STATE,SOUTH DAKOTA,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,105.0
WPS,2013,YEAR,STATE,TENNESSEE,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,54.0
WPS,2013,YEAR,STATE,TEXAS,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,65.0
WPS,2013,YEAR,STATE,UTAH,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,18.0
WPS,2013,YEAR,STATE,VERMONT,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,4.0
WPS,2013,YEAR,STATE,VIRGINIA,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,57.0
WPS,2013,YEAR,STATE,WASHINGTON,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,40.0
WPS,2013,YEAR,STATE,WEST VIRGINIA,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,10.0
WPS,2013,YEAR,STATE,WISCONSIN,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,28.0
WPS,2013,YEAR,STATE,NOT A CURRENT GRANTEE,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,
WPS,2013,YEAR,STATE,AK-CHIN INDIAN COMMUNITY,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,
WPS,2013,YEAR,STATE,CHEYENNE RIVER SIOUX TRIBE,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,
WPS,2013,YEAR,STATE,COCOPAH INDIAN TRIBE ,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,
WPS,2013,YEAR,STATE,COEUR D'ALENE TRIBE,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,
WPS,2013,YEAR,STATE,COLORADO RIVER INDIAN COMMUNITY,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,
WPS,2013,YEAR,STATE,CONFEDERATED SALISH AND KOOTENAI TRIBES ,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,
WPS,2013,YEAR,STATE,SHOSHONE PAIUTE OF THE DUCK VALLEY,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,
WPS,2013,YEAR,STATE,FORT PECK ASSINIBOINE AND SIOUX TRIBE,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,
WPS,2013,YEAR,STATE,GILA RIVER INDIAN COMMUNITY ,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,
WPS,2013,YEAR,STATE,NAVAJO NATION ,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,
WPS,2013,YEAR,STATE,OGLALA LAKOTA NATION,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,
WPS,2013,YEAR,STATE,QUECHAN TRIBE,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,
WPS,2013,YEAR,STATE,SALT RIVER PIMA MARICOPA INDIAN COMMUNITY ,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,
WPS,2013,YEAR,STATE,STANDING ROCK SIOUX TRIBE,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,
WPS,2013,YEAR,STATE,THREE AFFILIATED TRIBES  ,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,
WPS,2013,YEAR,STATE,WHITE EARTH NATION,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,
WPS,2013,YEAR,STATE,YAKAMA NATION,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,
WPS,2013,YEAR,STATE,INTER TRIBAL COUNCIL OF ARIZONA,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,
WPS,2013,YEAR,STATE,ALABAMA,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,
WPS,2013,YEAR,STATE,ALASKA,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,
WPS,2013,YEAR,STATE,ARIZONA ,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,
WPS,2013,YEAR,STATE,ARKANSAS,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,
WPS,2013,YEAR,STATE,CALIFORNIA,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,
WPS,2013,YEAR,STATE,COLORADO,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,
WPS,2013,YEAR,STATE,CONNECTICUT,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,
WPS,2013,YEAR,STATE,DELAWARE,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,
WPS,2013,YEAR,STATE,DISTRICT OF COLUMBIA,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,
WPS,2013,YEAR,STATE,FLORIDA,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,
WPS,2013,YEAR,STATE,GEORGIA,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,
WPS,2013,YEAR,STATE,HAWAII,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,
WPS,2013,YEAR,STATE,IDAHO,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,
WPS,2013,YEAR,STATE,ILLINOIS,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,
WPS,2013,YEAR,STATE,INDIANA,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,
WPS,2013,YEAR,STATE,IOWA,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,
WPS,2013,YEAR,STATE,KANSAS,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,
WPS,2013,YEAR,STATE,KENTUCKY,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,
WPS,2013,YEAR,STATE,LOUISIANA,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,
WPS,2013,YEAR,STATE,MAINE,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,
WPS,2013,YEAR,STATE,NORTHERN MARIANA ISLANDS,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,
WPS,2013,YEAR,STATE,MARYLAND,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,
WPS,2013,YEAR,STATE,MASSACHUSETTS ,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,
WPS,2013,YEAR,STATE,MICHIGAN,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,
WPS,2013,YEAR,STATE,MINNESOTA,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,
WPS,2013,YEAR,STATE,MISSISSIPPI,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,
WPS,2013,YEAR,STATE,MISSOURI,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,
WPS,2013,YEAR,STATE,MONTANA,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,
WPS,2013,YEAR,STATE,NEBRASKA,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,
WPS,2013,YEAR,STATE,NEVADA,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,
WPS,2013,YEAR,STATE,NEW HAMPSHIRE,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,
WPS,2013,YEAR,STATE,NEW JERSEY,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,
WPS,2013,YEAR,STATE,NEW MEXICO,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,
WPS,2013,YEAR,STATE,NEW YORK,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,
WPS,2013,YEAR,STATE,NORTH CAROLINA,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,
WPS,2013,YEAR,STATE,NORTH DAKOTA,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,
WPS,2013,YEAR,STATE,OHIO,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,
WPS,2013,YEAR,STATE,OKLAHOMA,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,
WPS,2013,YEAR,STATE,OREGON ,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,
WPS,2013,YEAR,STATE,PENNSYLVANIA,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,
WPS,2013,YEAR,STATE,RHODE ISLAND,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,
WPS,2013,YEAR,STATE,SOUTH CAROLINA,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,
WPS,2013,YEAR,STATE,SOUTH DAKOTA,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,
WPS,2013,YEAR,STATE,TENNESSEE,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,
WPS,2013,YEAR,STATE,TEXAS,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,
WPS,2013,YEAR,STATE,UTAH,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,
WPS,2013,YEAR,STATE,VERMONT,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,
WPS,2013,YEAR,STATE,VIRGINIA,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,
WPS,2013,YEAR,STATE,WASHINGTON,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,
WPS,2013,YEAR,STATE,WEST VIRGINIA,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,
WPS,2013,YEAR,STATE,WISCONSIN,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,
WPS,2013,YEAR,STATE,NOT A CURRENT GRANTEE,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,
WPS,2013,YEAR,STATE,AK-CHIN INDIAN COMMUNITY,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,4.0
WPS,2013,YEAR,STATE,CHEYENNE RIVER SIOUX TRIBE,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,0.0
WPS,2013,YEAR,STATE,COCOPAH INDIAN TRIBE ,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,0.0
WPS,2013,YEAR,STATE,COEUR D'ALENE TRIBE,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,1.0
WPS,2013,YEAR,STATE,COLORADO RIVER INDIAN COMMUNITY,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,28.0
WPS,2013,YEAR,STATE,CONFEDERATED SALISH AND KOOTENAI TRIBES ,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,7.0
WPS,2013,YEAR,STATE,SHOSHONE PAIUTE OF THE DUCK VALLEY,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,0.0
WPS,2013,YEAR,STATE,FORT PECK ASSINIBOINE AND SIOUX TRIBE,,INSPECTION TOTALS,STATE INSPECTIONS - TOTAL COUNT,TOTAL,NOT SPECIFIED,0.0
